   1.300000       1.298335      0.1000000    
   1.400000       1.299001      0.1000000    
   1.500000       1.299511      0.1000000    
   1.600000       1.300000      0.1000000    
   1.700000       1.300469      0.1000000    
   1.800000       1.300918      0.1000000    
   1.900000       1.301348      0.1000000    
   2.000000       1.301760      0.1000000    
   2.100000       1.302154      0.1000000    
   2.200000       1.302531      0.1000000    
   2.300000       1.302893      0.1000000    
   2.400000       1.303367      0.1000000    
