   1.300000       1.400000      1.0000003E-05
   1.400000       1.400000      1.0000003E-05
   1.500000       1.400000      1.0000003E-05
   1.600000       1.400000      1.0000003E-05
   1.700000       1.400000      1.0000003E-05
   1.800000       1.400000      1.0000003E-05
   1.900000       1.400000      1.0000003E-05
   2.000000       1.400000      1.0000003E-05
   2.100000       1.400000      1.0000003E-05
   2.200000       1.400000      1.0000003E-05
   2.300000       1.400000      1.0000003E-05
   2.400000       1.400000      1.0000003E-05
